"year","month","day","hour","light","t.air","vpd","rain"
2003,4,7,8,766.767853,24.111,-0.0285192344737788,0
2003,4,7,9,1038.445213,25.931,0.643271473598115,0
2003,4,7,10,1282.848356,26.803,0.835579761007044,0.15156
2003,4,7,11,1610.119309,27.451,1.20029854435845,0
2003,4,7,12,1570.047721,27.646,1.26644406447523,0
2003,4,7,13,1495.586883,27.991,1.4321272100109,0
2003,4,7,14,1708.785609,28.358,1.60853843903158,0
2003,4,7,15,1209.378751,28.301,1.62193213573064,0
2003,4,7,16,604.60186,27.949,1.58732709568494,0
2003,4,7,17,91.832322,27.186,1.44539804003958,0
2003,4,7,18,0,26.364,1.12404532306628,0
2003,4,7,19,0,25.989,0.904761968160233,0
2003,4,7,20,0,26.063,0.858582918722017,0
2003,4,7,21,0,25.994,0.944014369389981,0
2003,4,7,22,0,25.994,1.02810696938998,0
2003,4,7,23,0,25.677,1.03580760894065,0
2003,4,8,0,0,25.627,1.05635482908944,0
2003,4,8,1,0,25.161,0.930528878989828,0
2003,4,8,2,0,24.596,0.755584392175021,0
2003,4,8,3,0,24.31,0.70134202525775,0
2003,4,8,4,0,23.935,0.600690905286904,0
2003,4,8,5,0,23.972,0.537957023666323,0
2003,4,8,6,374.581421,24.135,0.570033052917045,0
2003,4,8,7,956.906359,25.018,0.630653220227659,0
2003,4,8,8,989.441103,25.954,0.538635118905848,0
2003,4,8,9,1167.426608,26.873,0.710060090461158,0
2003,4,8,10,1135.435237,27.523,0.903870925248181,0
2003,4,8,11,1183.094853,28.251,1.13069200045844,0
2003,4,8,12,1049.570878,27.658,0.692442396419719,0
2003,4,8,13,1074.250706,27.654,0.684576376571659,0
2003,4,8,14,249.086479,27.079,0.637435095433837,0
2003,4,8,15,159.725613,24.059,0.0863470761120073,0
2003,4,8,16,336.925078,26.093,0.629308631579615,0
2003,4,8,17,21.08598,26.974,0.821671600675649,0
2003,4,8,18,0,27.55,0.998598705370569,0
2003,4,8,19,0,26.827,0.815475041486975,0
2003,4,8,20,0,26.646,0.71379638847046,0
2003,4,8,21,0,26.34,0.651545404400858,0
2003,4,8,22,0,26.183,0.654641321187159,0
2003,4,8,23,0,25.659,0.544700115876856,0
2003,4,9,0,0,25.56,0.537529201342574,0
2003,4,9,1,0,25.274,0.53316976516153,0
2003,4,9,2,0,25.373,0.517791472726,0
2003,4,9,3,0,25.423,0.548145098616694,0
2003,4,9,4,0,25.422,0.577452729687627,0
2003,4,9,5,0.090029,25.372,0.644343502410627,0
2003,4,9,6,327.656661,25.15,0.516707471151778,0
2003,4,9,7,964.364142,25.928,0.526815713678234,0
2003,4,9,8,991.361417,26.787,0.525154565884528,0
2003,4,9,9,1103.629865,27.669,0.774480883110899,0
2003,4,9,10,1153.151299,28.272,0.964483284437426,0
2003,4,9,11,989.150451,28.507,1.07747580013575,0
2003,4,9,12,815.277946,27.957,0.527085021548406,0
2003,4,9,13,645.324216,27.616,0.450751905613886,0
2003,4,9,14,1056.610049,29.332,1.21663132124216,0
2003,4,9,15,616.769942,28.953,1.04937562965677,0
2003,4,9,16,338.152123,28.337,0.772374345207905,0
2003,4,9,17,58.209004,28.478,1.02485819166151,0
2003,4,9,18,0,27.761,0.944869401332608,0.4913388
2003,4,9,19,0,27.241,0.870386709757961,0
2003,4,9,20,0,26.992,0.716158068107479,0
2003,4,9,21,0,26.51,0.581512997234779,0
2003,4,9,22,0,25.997,0.372304152935917,0
2003,4,9,23,0,25.779,0.370473022541736,0
2003,4,10,0,0,25.735,0.379977480847676,0
2003,4,10,1,0,25.294,0.277867873910532,0
2003,4,10,2,0,25.039,0.145496073431426,0
2003,4,10,3,0,25.046,0.171447319738272,0
2003,4,10,4,0,23.821,0.0479885580257839,0
2003,4,10,5,0,23.691,0.0445960969242867,0
2003,4,10,6,120.014598,23.747,0.0203175790760191,0
2003,4,10,7,485.329887,24.361,0.121887055439623,0
2003,4,10,8,712.442892,25.336,0.226756101835765,0
2003,4,10,9,819.926093,26.013,0.422511387956421,0
2003,4,10,10,1274.841716,27.15,0.644368387416971,0
2003,4,10,11,1567.752667,27.578,0.965396081769063,0
2003,4,10,12,1088.900755,27.805,0.924462618345575,0
2003,4,10,13,1293.655035,28.303,1.11599359631365,0
2003,4,10,14,1008.103612,28.62,1.14103576907735,0
2003,4,10,15,1220.227474,28.607,1.18835366243372,0
2003,4,10,16,771.317288,28.798,1.34128041763148,0
2003,4,10,17,121.596275,28.224,1.19902458408459,0
2003,4,10,18,0,27.351,0.855948833531822,0
2003,4,10,19,0,26.641,0.691800151880661,0
2003,4,10,20,0,25.487,0.251012694492575,0
2003,4,10,21,0,24.952,0.172341094327872,0
2003,4,10,22,0,24.568,0.0953375428362149,0
2003,4,10,23,0,24.296,0.0684002573444831,0
2003,4,11,0,0,24.068,0.0372780530430288,0
2003,4,11,1,0,23.777,0.00724349378814049,0
2003,4,11,2,0,23.808,-0.0118908298465525,0
2003,4,11,3,0,23.956,0.0823504053538104,0
2003,4,11,4,0,23.741,0.0283751981735558,0
2003,4,11,5,0,23.679,0.0369382922622576,0
2003,4,11,6,311.705533,23.957,0.0539128987735116,0
2003,4,11,7,990.377039,25.457,0.314227885155543,0
2003,4,11,8,827.373365,26.304,0.488704844339535,0
2003,4,11,9,1192.677686,26.987,0.662890385565972,0
2003,4,11,10,1140.048652,27.751,0.841457884962643,0
2003,4,11,11,1215.810569,27.36,0.786063912213097,0
2003,4,11,12,1547.178527,27.951,0.583967360352271,0
2003,4,11,13,661.714978,25.285,0.0295447687767592,0
2003,4,11,14,1163.854696,25.995,0.100200820337064,0
2003,4,11,15,716.181152,26.617,0.338522217827787,1.0159992
2003,4,11,16,263.6433,26.622,0.335332391976792,1.1544516
2003,4,11,17,34.537318,26.363,0.33999796523672,9.4511844
2003,4,11,18,0,25.195,0.238939074376233,0
2003,4,11,19,0,22.898,0.0533925215152209,0
2003,4,11,20,0,23.051,-0.0389418484335726,0
2003,4,11,21,0,23.131,-0.00847826871061752,0
2003,4,11,22,0,23.236,-0.0208273849487624,0
2003,4,11,23,0,23.285,-0.00335939113335471,15.6074868
2003,4,12,0,0,23.248,-0.0157933705432551,9.424386
2003,4,12,1,0,23.088,-0.0202496589015131,4.1068728
2003,4,12,2,0,23.051,-0.0559597484335725,2.8053324
2003,4,12,3,0,22.989,-0.022516426462273,1.184238
2003,4,12,4,0,23.008,-0.0350818783905389,0.31212
2003,4,12,5,0,23.088,-0.0299061589015133,0.16524
2003,4,12,6,142.911669,23.26,-0.0420185497945438,0
2003,4,12,7,984.149957,23.977,-0.00752116639242528,0
2003,4,12,8,881.204309,24.95,0.264177674360301,0
2003,4,12,9,1110.804308,26.201,0.517199478234484,0
2003,4,12,10,1125.991789,26.998,0.658619259762946,0
2003,4,12,11,1121.902096,27.451,0.754832544358446,0
2003,4,12,12,1275.497054,27.963,0.882713983615442,0
2003,4,12,13,553.838757,25.755,0.206335005141731,0
2003,4,12,14,1050.312132,26.02,0.123748421461079,0
2003,4,12,15,1476.523128,27.735,0.81865097446039,0
2003,4,12,16,722.321404,28.191,0.852049301929776,0.7999992
2003,4,12,17,19.316476,27.837,0.767822426945269,0
2003,4,12,18,0,26.582,0.337182855247051,3.8424852
2003,4,12,19,0,25.76,0.155112694119494,0
2003,4,12,20,0,25.598,0.225689694284361,22.452282
2003,4,12,21,0,24.717,0.1181433777693,0
2003,4,12,22,0,24.013,0.0165316831459119,0
2003,4,12,23,0,23.568,0.0324961815208709,0
2003,4,13,0,0,23.5,0.0323746729089889,0
2003,4,13,1,0,23.689,0.10519447031407,0
2003,4,13,2,0,23.509,0.0512322105994532,0
2003,4,13,3,0,23.285,0.0399940088666453,0.599346
2003,4,13,4,0,23.156,0.00794608526400253,0
2003,4,13,5,0,23.248,0.00910162945674475,0
2003,4,13,6,330.119891,23.568,0.00880828152087121,0
2003,4,13,7,590.313755,24.844,0.147046507394156,0
2003,4,13,8,612.099402,25.71,0.260044492493858,0
2003,4,13,9,577.278287,26.17,0.39707734819386,0
2003,4,13,10,1367.529542,27.068,0.615440284230299,0
2003,4,13,11,1020.433015,26.58,0.374372694563592,0
2003,4,13,12,365.149855,25.786,0.240353160786483,0
2003,4,13,13,285.873608,24.805,-0.0415220685843778,0
2003,4,13,14,382.023209,24.691,-0.148149815867812,0.69372
2003,4,13,15,235.016363,25.895,0.0968849137269476,1.2714552
2003,4,13,16,50.883294,25.227,-0.0444904745502379,0
2003,4,13,17,2.71001,25.184,-0.0400750266472798,5.4636768
2003,4,13,18,0,25.182,0.0247347925298054,4.5513792
2003,4,13,19,0,25.188,0.0782629535594683,2.2100364
2003,4,13,20,0,25.113,0.0560530289737158,0
2003,4,13,21,0,24.983,0.0341882084452654,0
2003,4,13,22,0,24.989,0.00984852364882993,0
2003,4,13,23,0,24.804,0.024381349562228,0
2003,4,14,0,0,24.346,0.0409770172298467,0
2003,4,14,1,0,23.556,0.0218168919094119,0.10008
2003,4,14,2,0,23.494,-0.044956339373448,0
2003,4,14,3,0,23.5,-0.0199474270910107,0.4889052
2003,4,14,4,0,23.377,-0.0109195937338078,0.34416
2003,4,14,5,0,23.297,-0.00989093810364494,4.1280156
2003,4,14,6,40.426677,22.923,0.0249818490749107,7.0237836
2003,4,14,7,349.505831,22.973,0.042867475744329,0.6022584
2003,4,14,8,643.62052,24.473,0.24040969198576,0
2003,4,14,9,598.202946,25.033,0.336394616622727,0.5589684
2003,4,14,10,532.21763,25.275,0.308580061342615,0
2003,4,14,11,601.5491,25.128,0.224145835942008,0.32832
2003,4,14,12,1459.110971,26.763,0.624059456326203,0
2003,4,14,13,497.246162,25.883,0.378773529636366,0
2003,4,14,14,753.867657,24.592,0.00854300888496295,0.28872
2003,4,14,15,276.040796,24.618,-0.0154374452267398,0
2003,4,14,16,703.007213,25.52,0.0746981019073734,0
2003,4,14,17,18.16575,25.358,0.0800501637227673,0
2003,4,14,18,0,25.132,0.012890405588009,3.445452
2003,4,14,19,0,24.97,0.0756795348585522,0
2003,4,14,20,0,24.753,0.061660550192344,2.4539688
2003,4,14,21,0,24.499,0.111660512995424,0.5805936
2003,4,14,22,0,24.111,0.0393643655262212,0
2003,4,14,23,0,23.691,0.0258142969242865,0
2003,4,15,0,0,23.722,0.0113891437552698,0
2003,4,15,1,0,23.796,-0.0231399544111142,0
2003,4,15,2,0,23.839,-0.0801851162486371,0
2003,4,15,3,0,23.765,-0.0423732744914447,0
2003,4,15,4,0,23.618,-0.0228108245755325,0
2003,4,15,5,30.884974,23.371,-0.025615055007135,0
2003,4,15,6,0.939135,23.175,0.000965106488250544,0
2003,4,15,7,58.065963,23.397,-0.0703797167645304,0
2003,4,15,8,193.443073,23.341,-0.111995337489937,0
2003,4,15,9,263.881854,23.448,-0.0754014042731392,2.269458
2003,4,15,10,100.471907,23.274,-0.0889080402517397,0
2003,4,15,11,336.522461,22.857,-0.108923026182834,5.6027628
2003,4,15,12,347.893078,23.04,-0.0969001352097121,0
2003,4,15,13,520.386814,23.079,0.0170764473146541,0.2772
2003,4,15,14,417.869375,23.651,0.0253316918061701,0
2003,4,15,15,199.606632,23.843,0.0440823435863145,0.9069444
2003,4,15,16,131.537853,23.954,0.0467114465968987,0
2003,4,15,17,0.975238,24.05,0.0665522608753863,3.6661608
2003,4,15,18,0,24.073,0.15076026946551,1.9744092
2003,4,15,19,0,24.181,0.204970207696252,0.6673068
2003,4,15,20,0,24.123,0.0985807802455083,0
2003,4,15,21,0,23.949,0.107738613499841,0
2003,4,15,22,0,23.869,0.0821191662823093,0
2003,4,15,23,0,23.869,0.0772561662823095,0.20016
2003,4,16,0,0,23.513,-0.023595334049813,0
2003,4,16,1,0,22.339,0.00733345016682252,0
2003,4,16,2,0,22.603,-0.0486971027570333,0.10008
2003,4,16,3,0,22.584,-0.0195195339838961,0
2003,4,16,4,0,22.566,-0.0318291202147654,0
2003,4,16,5,0,22.51,-0.00293045396737535,8.2085328
2003,4,16,6,369.54848,22.836,-0.0261619597130114,0
2003,4,16,7,923.279842,23.163,-0.0394573759974701,0
2003,4,16,8,1524.642943,24.423,0.261883356286132,0
2003,4,16,9,965.904689,25.283,0.416552087916152,0
2003,4,16,10,1340.503476,25.625,0.474052510027579,0
2003,4,16,11,1603.629452,25.94,0.653322104549768,0
2003,4,16,12,1443.546922,26.925,0.803045451643062,0
2003,4,16,13,1368.91151,27.356,1.00466741315915,0
2003,4,16,14,533.828098,26.622,0.682619391976792,0
2003,4,16,15,165.664328,25.739,0.461467501758085,0
2003,4,16,16,151.822255,25.601,0.370466322613928,1.2633192
2003,4,16,17,32.2185,25.943,0.517489631970851,0
2003,4,16,18,0,25.926,0.463745391424278,0
2003,4,16,19,0,25.379,0.17706250382756,0
2003,4,16,20,0,25.113,0.163144028973716,0
2003,4,16,21,0,24.747,0.120043632759529,0
2003,4,16,22,0,24.938,0.203621975888461,0
2003,4,16,23,0,24.574,0.0818376898153375,0
2003,4,17,0,0,24.239,0.0355856396677017,0
2003,4,17,1,0,23.808,-0.000210929846552244,0
2003,4,17,2,0,23.623,0.0193795320018761,0
2003,4,17,3,0,23.617,0.0431985317767181,0
2003,4,17,4,0,23.562,0.00236182113003602,0
2003,4,17,5,0,23.328,0.0118408101518672,0
2003,4,17,6,223.906693,24.16,0.221210177270966,0
2003,4,17,7,1060.860606,25.523,0.424264380094233,0.10008
2003,4,17,8,918.612501,26.279,0.476613488005098,0
2003,4,17,9,1011.35471,26.333,0.554628263914898,0
2003,4,17,10,1427.510335,27.301,0.712733547421395,0
2003,4,17,11,2303.264919,27.775,0.85391939951697,0
2003,4,17,12,1383.304268,27.565,0.715418196506781,0
2003,4,17,13,1244.152338,28.7,1.16106300294972,0
2003,4,17,14,577.271889,27.896,0.796882594427192,0
2003,4,17,15,615.156275,25.671,0.259221547981409,0
2003,4,17,16,79.236488,23.477,0.1853864518914,0
2003,4,17,17,7.825211,24.508,0.313430099176667,0
2003,4,17,18,0,24.376,0.144901137815529,0
2003,4,17,19,0,24.09,0.0489066051789302,3.4214616
2003,4,17,20,0,24.485,0.0763842891000008,0
2003,4,17,21,0,24.615,0.196558867112079,0
2003,4,17,22,0,24.307,0.174233382429242,0
2003,4,17,23,0,24.017,0.163836650172658,0
2003,4,18,0,0,23.819,0.126612319094619,0
2003,4,18,1,0,24.06,0.0773349359287154,0
2003,4,18,2,0,23.851,-0.0549566896293445,0
2003,4,18,3,0,23.784,-0.0380155404965827,0
2003,4,18,4,0,23.839,-0.0339298162486368,0
2003,4,18,5,0,23.691,-0.0249846030757133,0
2003,4,18,6,385.751415,23.667,-0.0201800808339923,0
2003,4,18,7,972.586943,24.583,0.235736959614773,0
2003,4,18,8,1000.236814,25.592,0.482077109226601,0
2003,4,18,9,938.521706,26.151,0.618044083977537,0
2003,4,18,10,1041.539103,26.822,0.577339641820931,0
2003,4,18,11,1476.002605,28.06,0.920062232953213,0
2003,4,18,12,881.190142,26.643,0.599167694939458,0
2003,4,18,13,369.026586,25.495,0.240222824872396,0
2003,4,18,14,881.100113,26.706,0.395028371270868,0
2003,4,18,15,1406.067438,27.627,0.717434616362711,0
2003,4,18,16,699.52076,27.338,0.783753215890472,0
2003,4,18,17,69.834627,26.821,0.634252573710637,0
2003,4,18,18,0,26.134,0.458984984950624,0.9643572
2003,4,18,19,0,25.405,0.31856608492659,0
2003,4,18,20,0,25.014,0.161938233966155,0
2003,4,18,21,0,24.766,0.130299335438405,0
2003,4,18,22,0,24.84,0.227589621219457,0
2003,4,18,23,0,24.667,0.288320206857866,0
2003,4,19,0,0,24.302,0.212362701182827,0
2003,4,19,1,0,23.974,0.148393119537172,0
2003,4,19,2,0,23.758,0.0741637946608793,0
2003,4,19,3,0,23.697,0.111964198813627,0
2003,4,19,4,0,23.66,0.0998066411696588,0
2003,4,19,5,3.106686,23.728,0.0932724679081076,0
2003,4,19,6,331.53522,24.099,0.0613495080406188,0
2003,4,19,7,587.954721,25.211,0.20273458380775,0
2003,4,19,8,1002.16901,26.379,0.408248838708165,0
2003,4,19,9,888.13837,26.716,0.559100659714248,0
2003,4,19,10,1235.000456,27.497,0.762385946261471,0
2003,4,19,11,1374.071954,28.264,0.859764613457561,0
2003,4,19,12,1004.46772,27.92,0.77387975970322,0
2003,4,19,13,636.714336,27.514,0.566344869801873,0
2003,4,19,14,1143.231657,28.499,0.702288709777229,0
2003,4,19,15,319.372622,28.888,0.974845511547429,0
2003,4,19,16,182.922019,28.418,0.847615375063293,0
2003,4,19,17,9.990934,27.104,0.339025611694156,0
2003,4,19,18,0,26.429,0.441177009615047,0
2003,4,19,19,0,25.636,0.536995113504718,0
2003,4,19,20,0,25.835,0.534339752231684,0
2003,4,19,21,0,25.548,0.55162597554017,0
2003,4,19,22,0,25.287,0.511346389331187,8.8406676
2003,4,19,23,0,24.884,0.370424839490386,0
2003,4,20,0,0,24.543,0.147827355880172,0
2003,4,20,1,0,24.123,0.0338048802455084,0
2003,4,20,2,0,23.87,-0.0443841531568316,0
2003,4,20,3,0,23.842,-0.0211104853428949,0
2003,4,20,4,0,23.808,-0.0394341298465521,0
2003,4,20,5,0,23.728,-0.038373632091893,0
2003,4,20,6,111.975054,23.766,-0.0428336615303344,0
2003,4,20,7,369.498667,24.126,0.0698914960772941,0
2003,4,20,8,663.20297,25.18,0.212490151222594,0
2003,4,20,9,809.409152,25.995,0.396325720337064,0
2003,4,20,10,1139.027257,26.802,0.589583294343587,0
2003,4,20,11,1191.100579,27.704,0.868932025526389,0
2003,4,20,12,1266.540768,28.32,0.988806186672574,0
2003,4,20,13,1085.979154,28.558,1.12900068586964,0
2003,4,20,14,731.855338,28.687,0.976309667895537,0
2003,4,20,15,562.039165,28.684,1.00393022012195,0
2003,4,20,16,159.002182,28.19,0.933951378600552,0
2003,4,20,17,7.432191,26.69,0.463246484840741,0
2003,4,20,18,0,26.009,0.397924608446624,0
2003,4,20,19,0,25.021,0.137848362909983,0
2003,4,20,20,0,24.877,0.094060188407266,1.7364276
2003,4,20,21,0,24.741,0.221801764260696,0
2003,4,20,22,0,24.413,0.157945477525612,0.29988
2003,4,20,23,0,24.215,0.0879898603883036,0
2003,4,21,0,0,24.017,0.0603702501726584,0
2003,4,21,1,0,23.743,0.0652037880470639,0
2003,4,21,2,0,23.626,0.00415025663395729,0
2003,4,21,3,0,23.506,0.0272844154524075,0
2003,4,21,4,0,23.37,0.0163237667084077,0
2003,4,21,5,1.557456,23.407,0.0354351413293941,0
2003,4,21,6,183.511549,23.661,0.0227694817339579,0
2003,4,21,7,533.554812,24.404,0.0748796733025823,0
2003,4,21,8,788.287069,26.197,0.399608865396025,0
2003,4,21,9,977.832846,26.684,0.538582711124919,0
2003,4,21,10,825.357995,26.923,0.573654136226025,0
2003,4,21,11,1266.026186,27.022,0.550038174921082,0
2003,4,21,12,1342.042652,27.064,0.608270683601007,0
2003,4,21,13,1976.041037,27.737,0.796074796308353,0
2003,4,21,14,934.203056,28.116,0.826624328384055,0
2003,4,21,15,645.622637,27.3,0.696374145993864,0
2003,4,21,16,559.703438,25.694,0.221519572091402,2.0928492
2003,4,21,17,4.110258,24.662,0.0825111787059472,0
2003,4,21,18,0,24.895,0.0678982423107071,0
2003,4,21,19,0,24.66,0.114096995043869,0
2003,4,21,20,0,24.787,0.321999144387243,5.0578488
2003,4,21,21,0,25.086,0.329245819942264,0
2003,4,21,22,0,24.95,0.258355674360301,0
2003,4,21,23,0,24.499,0.160567612995424,0
2003,4,22,0,0,24.604,0.153322820954593,0
2003,4,22,1,0,24.407,0.0893546887660648,0
2003,4,22,2,0,24.203,-0.0308785836838679,0
2003,4,22,3,0,24.091,0.0716021567142202,0
2003,4,22,4,0,23.715,0.097066103776974,0
2003,4,22,5,12.76858,23.389,0.0564785142895361,0
2003,4,22,6,446.431875,23.735,0.0737633510775115,0
2003,4,22,7,922.72413,24.484,0.182458694984253,0
2003,4,22,8,757.904338,25.38,0.25654154388343,0
2003,4,22,9,684.967595,25.664,0.284528552696814,0
2003,4,22,10,1106.286863,27.036,0.637453479196695,0
2003,4,22,11,1553.948068,27.749,0.748047654158666,0
2003,4,22,12,1039.897559,27.44,0.654996305386729,0
2003,4,22,13,1321.052642,28.399,0.843069132210749,0
2003,4,22,14,1025.779458,28.518,0.82699546558842,0
2003,4,22,15,691.66036,27.983,0.744463353666962,0
2003,4,22,16,527.1038,27.695,0.646942998008107,0
2003,4,22,17,27.796568,27.035,0.473388030751749,0
2003,4,22,18,0,26.485,0.333318212406204,0
2003,4,22,19,0,25.866,0.238808087628849,0
2003,4,22,20,0,25.604,0.205162141493047,0.7394508
2003,4,22,21,0,25.318,0.169062486357089,0
2003,4,22,22,0,25.162,0.126581157094771,0
2003,4,22,23,0,25.267,0.128010069593053,0
2003,4,23,0,0,24.137,0.0168383137692407,0
2003,4,23,1,0,22.45,0.0450562627893945,0
2003,4,23,2,0,22.333,-0.00818408813030969,0
2003,4,23,3,0,22.333,0.0359657118696903,0
2003,4,23,4,0,22.333,0.0154274118696907,0
2003,4,23,5,0,22.369,0.0284492473139721,3.7432404
2003,4,23,6,104.073981,22.664,0.015020660801059,0.532332
2003,4,23,7,325.244615,23.194,-0.022568907972369,0
2003,4,23,8,730.282801,24.671,0.0622320832325802,0
2003,4,23,9,875.619312,26.076,0.423041775977246,0
2003,4,23,10,1419.329578,27.258,0.755138357129407,0
2003,4,23,11,1139.435358,27.47,0.825762999571939,0
2003,4,23,12,894.801887,26.866,0.60308644611394,0
2003,4,23,13,654.493007,25.796,0.245585134699444,0
2003,4,23,14,114.466618,24.871,-0.0446968609151379,0
2003,4,23,15,164.296527,24.773,0.066490729559646,0
2003,4,23,16,136.006856,24.723,0.0698808514500984,0
2003,4,23,17,7.551468,24.805,0.112087231415622,2.5954668
2003,4,23,18,0,25.172,0.405557681081735,0.28188
2003,4,23,19,0,24.826,0.293332795687039,0
2003,4,23,20,0,25.242,0.375333222074555,0
2003,4,23,21,0,24.21,0.124716043033307,0
2003,4,23,22,0,23.587,0.0510725085630495,0
2003,4,23,23,0,23.322,0.0487554280531528,0
2003,4,24,0,0,23.039,0.0185053835663078,0
2003,4,24,1,0,22.977,0.0351399850538554,0
2003,4,24,2,0,23.057,0.0155049211264044,1.2840408
2003,4,24,3,0,23.057,0.0357864211264043,0.7884612
2003,4,24,4,0,23.088,0.0108246410984871,0
2003,4,24,5,0,22.971,-0.0141433751401085,0
2003,4,24,6,121.198228,23.107,-0.0179080979014414,0
2003,4,24,7,252.47422,23.372,0.0148733323988659,0.1404
2003,4,24,8,558.666505,24.237,0.0780422496121735,0
2003,4,24,9,788.144485,25.19,0.285393852950207,0
2003,4,24,10,939.279412,26.213,0.480988208208048,0
2003,4,24,11,905.28501,26.851,0.687817832931348,0.25416
2003,4,24,12,806.232088,26.092,0.42952117551551,0
2003,4,24,13,1310.754147,27.235,0.775427655981451,0
2003,4,24,14,798.645888,27.488,0.747668946733091,0
2003,4,24,15,307.04002,26.13,0.435039535364389,0
2003,4,24,16,182.544537,25.233,0.314340256762241,0
2003,4,24,17,18.931682,25.419,0.274286582796262,0
2003,4,24,18,0,25.508,0.457382591350158,4.6504512
2003,4,24,19,0,25.236,0.391183456075527,6.3451908
2003,4,24,20,0,24.84,0.0380061212194569,0
2003,4,24,21,0,24.637,0.0177713580864949,0
2003,4,24,22,0,24.683,0.227745839858577,0
2003,4,24,23,0,25.674,0.787555383042242,0
2003,4,25,0,0,25.044,0.590665957412323,0
2003,4,25,1,0,24.857,0.490280888200742,1.2426228
2003,4,25,2,0,24.963,0.214187303515913,0
2003,4,25,3,0,24.581,0.171713198975188,0
2003,4,25,4,0,24.375,0.0954201855880275,0
2003,4,25,5,0,23.881,0.0294832485837229,0
2003,4,25,6,20.966703,23.636,-0.105175061552504,0
2003,4,25,7,239.131191,23.681,-0.0182751661163598,0
2003,4,25,8,458.06024,24.119,-0.0463165755090134,0.10008
2003,4,25,9,436.844929,24.264,0.0419413654596417,0
2003,4,25,10,505.602407,24.504,0.027380098311117,0
2003,4,25,11,191.715613,23.727,-0.0425894926159724,0
2003,4,25,12,547.522103,23.466,-0.0990596658225389,0.6553188
2003,4,25,13,729.531036,24.29,0.00841745559242879,2.5302276
2003,4,25,14,902.017917,24.449,0.127960434160813,0
2003,4,25,15,434.162796,24.574,0.177241889815337,12.0999996
2003,4,25,16,181.444081,24.462,0.114950647766997,0
2003,4,25,17,12.769037,24.26,0.0287185749640075,0
2003,4,25,18,0,24.222,0.0407516823761034,0
2003,4,25,19,0,24.073,0.11436606946551,0
2003,4,25,20,0,23.937,0.0184649084920014,0
2003,4,25,21,0,23.912,0.0146161563794744,3.50487
2003,4,25,22,0,23.881,0.0344563485837228,0
2003,4,25,23,0,23.556,-0.00555480809058828,0.30492
2003,4,26,0,0,23.42,-0.0276551372356915,0
2003,4,26,1,0,23.23,-0.0304104524905715,0
2003,4,26,2,0,23.107,-0.0759093979014414,0
2003,4,26,3,0,23.1,-0.0325464988633923,0
2003,4,26,4,0,23.365,-0.0436842879049109,0
2003,4,26,5,0,23.082,-0.0476388024733416,0
2003,4,26,6,57.417023,22.916,-0.0179783896885661,0
2003,4,26,7,139.247443,22.898,-0.00300247848477886,0
2003,4,26,8,291.380915,23.36,-0.0120860145404063,0
2003,4,26,9,856.593031,24.997,0.360261792507467,0
2003,4,26,10,1294.833181,26.103,0.630889557601448,0.20232
2003,4,26,11,935.984899,26.392,0.675176966156568,0
2003,4,26,12,1603.313665,26.944,0.783517174123069,0
2003,4,26,13,849.059843,26.99,0.88884752303949,0
2003,4,26,14,990.274671,27.481,1.00425613610999,0
2003,4,26,15,532.191581,26.938,0.823427140795869,0
2003,4,26,16,293.039368,26.078,0.518174369591693,0
2003,4,26,17,0,24.124,0.00290284275865771,0
2003,4,26,18,0,24.32,-0.00277461388037326,0
2003,4,26,19,0,24.203,0.026866316316132,0.6916248
2003,4,26,20,0,23.963,0.00857915589518576,0
2003,4,26,21,0,23.778,0.00886081816834006,1.3774644
2003,4,26,22,0,23.556,-0.00910970809058798,0
2003,4,26,23,0,23.328,-0.0170859898481326,0
2003,4,27,0,0,23.126,-0.0278374824493559,0
2003,4,27,1,0,23.039,-0.0149382164336918,0
2003,4,27,2,0,23.057,-0.0599087788735959,0
2003,4,27,3,0,22.91,-0.0397096742994743,0
2003,4,27,4,0,22.763,-0.0381053642334988,0
2003,4,27,5,0,22.683,-0.0174556914270374,0
2003,4,27,6,318.949897,22.763,-0.0267760642334989,0
2003,4,27,7,856.518997,23.768,0.212603792240296,0
2003,4,27,8,878.235637,24.715,0.290547730652483,0
2003,4,27,9,1255.563171,26.17,0.56025254819386,0
2003,4,27,10,1020.465919,27.15,0.754162487416971,0
2003,4,27,11,1091.10578,27.344,0.720085057770955,0
2003,4,27,12,1509.505732,28.493,1.13479662060294,0
2003,4,27,13,757.601804,27.836,0.787056055040503,0
2003,4,27,14,912.171086,27.5,0.471219409291702,0
2003,4,27,15,652.312203,27.887,0.580262057099702,0
2003,4,27,16,139.509304,26.509,0.306731216304495,0
2003,4,27,17,12.417147,25.87,0.230686826932044,0
2003,4,27,18,0,25.895,0.321384813726948,0
2003,4,27,19,0,25.603,0.31473435847155,2.2593312
2003,4,27,20,0,25.541,0.159851544722692,0
2003,4,27,21,0,25.217,0.115964265085045,0
2003,4,27,22,0,25.395,0.260861140724747,0
2003,4,27,23,0,24.777,0.199443411100257,5.1999984
2003,4,28,0,0,23.851,0.0472417103706553,0
2003,4,28,1,0,23.709,0.108029102151447,1.0724652
2003,4,28,2,0,23.518,-0.0191356083261822,0
2003,4,28,3,0,23.604,0.00999750337500505,0
2003,4,28,4,0,23.394,0.00870346390129617,0.5280876
2003,4,28,5,7.035058,23.48,0.119897649155483,3.4960608
2003,4,28,6,125.029716,23.543,0.0745038642762412,0.22248
